time,open,high,low,close,Volume,RSI,MACD Line,Signal Line,Histogram,BB Upper Band,BB Basis,BB Lower Band,Simple Moving Average,Bids Volume,Asks Volume,ATR,ADX,DI+,DI-
1574812800,146,155.66,125.03,152.52,115911.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1574899200,154.29,156.52,146.41,150.48,116824.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1574985600,150.56,157.4,150.55,154.41,167906.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575072000,154.4,155.15,149.66,151.38,370491.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575158400,151.38,152.5,145.5,150.65,394494.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575244800,150.72,151.3,146.67,148.59,395630.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575331200,148.59,149.8,145.62,147.1,495996.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575417600,147.12,152.22,142.96,145.35,684404.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575504000,145.36,148.88,143.77,148.04,441113.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575590400,148.08,149.5,145.66,148.41,334645.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575676800,148.41,149.42,146.77,147.1,239185.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575763200,147.08,156.25,146.01,150.41,260610.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575849600,150.41,151.15,146.55,147.37,296475.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575936000,147.36,148.39,143.78,145.55,253852.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.805000000000001,NaN,NaN,NaN
1576022400,145.52,146.27,142.02,143.35,207434.765,34.59858918374202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.551071428571428,NaN,11.086982748220562,16.033297140788985
1576108800,143.36,145.8,139.05,144.8,372077.814,37.85814244678503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.493852040816327,NaN,10.1930772052864,18.288156850700034
1576195200,144.8,145.2,143,144.7,183068.201,37.71852414937634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.115719752186588,NaN,9.912554864626328,17.7848508850142
1576281600,144.71,144.97,141.05,141.77,187036.667,33.786805178937286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.887454055601831,NaN,9.41533770147825,19.387977844442794
1576368000,141.77,144,139.89,142.39,230729.834,35.323138556896694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.689064480201701,NaN,8.91066362715413,19.86159152211749
1576454400,142.46,142.63,128.59,132.59,553596.159,25.32185880947614,NaN,NaN,NaN,156.13721008482278,146.848,137.55878991517724,NaN,NaN,NaN,7.214131303044435,NaN,7.442981509083694,29.846808521236603
1576540800,132.6,132.84,119.1,121.87,613475.54,18.988431662194998,NaN,NaN,NaN,159.28836581199465,145.3155,131.34263418800532,NaN,NaN,NaN,7.680264781398405,NaN,6.342059457247571,35.648237647110555
1576627200,121.9,134.75,115.95,132.74,1013697.094,36.36797568932283,NaN,NaN,NaN,159.20646098925596,144.4285,129.65053901074407,NaN,NaN,NaN,8.47453158272709,NaN,5.207140765167047,32.26732857552677
