time,open,high,low,close,Volume,RSI,MACD Line,Signal Line,Histogram,BB Upper Band,BB Basis,BB Lower Band,Simple Moving Average
1574812800,146,155.66,125.03,152.52,115911.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1574899200,154.29,156.52,146.41,150.48,116824.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1574985600,150.56,157.4,150.55,154.41,167906.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575072000,154.4,155.15,149.66,151.38,370491.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575158400,151.38,152.5,145.5,150.65,394494.119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575244800,150.72,151.3,146.67,148.59,395630.91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575331200,148.59,149.8,145.62,147.1,495996.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575417600,147.12,152.22,142.96,145.35,684404.817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575504000,145.36,148.88,143.77,148.04,441113.912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575590400,148.08,149.5,145.66,148.41,334645.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575676800,148.41,149.42,146.77,147.1,239185.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575763200,147.08,156.25,146.01,150.41,260610.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575849600,150.41,151.15,146.55,147.37,296475.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1575936000,147.36,148.39,143.78,145.55,253852.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576022400,145.52,146.27,142.02,143.35,207434.765,34.59858918374202,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576108800,143.36,145.8,139.05,144.8,372077.814,37.85814244678503,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576195200,144.8,145.2,143,144.7,183068.201,37.71852414937634,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576281600,144.71,144.97,141.05,141.77,187036.667,33.786805178937286,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576368000,141.77,144,139.89,142.39,230729.834,35.323138556896694,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1576454400,142.46,142.63,128.59,132.59,553596.159,25.32185880947614,NaN,NaN,NaN,156.13721008482278,146.848,137.55878991517724,NaN
1576540800,132.6,132.84,119.1,121.87,613475.54,18.988431662194998,NaN,NaN,NaN,159.28836581199465,145.3155,131.34263418800532,NaN
1576627200,121.9,134.75,115.95,132.74,1013697.094,36.36797568932283,NaN,NaN,NaN,159.20646098925596,144.4285,129.65053901074407,NaN
1576713600,132.78,133.79,125.66,128.03,637508.534,33.0585600331998,NaN,NaN,NaN,158.77108290212067,143.1095,127.44791709787933,NaN
1576800000,128.03,129.33,125.73,128.13,346553.796,33.19755156644953,NaN,NaN,NaN,158.41139807584815,141.947,125.48260192415185,NaN
1576886400,128.13,128.52,126.5,126.99,208331.595,32.37235553300469,NaN,NaN,NaN,157.94167085492165,140.76399999999998,123.58632914507831,NaN
1576972800,126.99,133.33,126.78,132.14,443907.086,39.668332698713876,-8.366771013411551,NaN,NaN,157.11682448019624,139.94149999999996,122.76617551980367,NaN
1577059200,132.18,135.09,126.01,127.73,698722.014,36.078879536265376,-8.263515862980938,NaN,NaN,156.60294963123832,138.97299999999998,121.34305036876165,NaN
1577145600,127.75,129.67,126.45,127.76,497534.945,36.121225134289155,-8.086053669760588,NaN,NaN,156.11387987945884,138.09349999999998,120.07312012054112,NaN
1577232000,127.72,127.83,123,125.06,455279.225,33.94187545058064,-8.070252194505201,NaN,NaN,155.2103462437417,136.94449999999998,118.67865375625824,NaN
1577318400,125.06,132.44,124.33,125.53,583380.778,34.68067212560915,-7.928410557829295,NaN,NaN,153.91604081444947,135.8005,117.68495918555053,NaN
1577404800,125.53,127.06,122,126.21,567887.536,35.79942293513329,-7.672683799090834,NaN,NaN,152.55118743930487,134.756,116.96081256069515,NaN
1577491200,126.24,129.62,125.77,128.04,468730.855,38.835534330306515,-7.2389071784371595,NaN,NaN,150.12009430429566,133.6375,117.15490569570433,NaN
1577577600,128.02,138.25,127.5,134.28,771614.663,47.885652642179494,-6.318781254239127,NaN,NaN,148.22533197381483,132.983,117.74066802618516,NaN
1577664000,134.22,136.21,130.19,131.52,692165.824,44.73289049128854,-5.7460469118704225,-7.521269160236124,1.7752222483657016,146.39540984100452,132.2815,118.16759015899547,NaN
1577750400,131.53,133.64,128.15,129.12,647743.359,42.135029309074106,-5.423294399622932,-7.101674208113486,1.6783798084905532,144.78643673612498,131.57,118.353563263875,NaN
1577836800,129.12,132.96,128.62,130.62,466063.929,44.3118201573723,-4.988963577780908,-6.67913208204697,1.6901685042660626,142.60141719871888,130.86100000000002,119.12058280128116,NaN
1577923200,130.63,130.75,126.25,127.11,523582.924,40.4748634548519,-4.871821611063865,-6.3176699878503495,1.4458483767864845,139.9441166743455,129.98150000000004,120.01888332565458,NaN
1578009600,127.11,135.07,125.78,134.29,951123.597,50.01047093328284,-4.15176084954976,-5.884488160190232,1.7327273106404721,138.24538834148467,129.60750000000002,120.96961165851536,NaN
1578096000,134.31,135.8,132.41,134.14,509778.108,49.83087439089866,-3.552262978283153,-5.4180431238088165,1.8657801455256635,135.93018670861866,129.19500000000002,122.45981329138138,NaN
1578182400,134.14,138.17,134.12,135.33,669677.687,51.32432009955854,-2.9471605095895654,-4.923866600964966,1.9767060913754007,136.4390460811759,129.33200000000002,122.22495391882416,NaN
1578268800,135.32,144.38,134.82,144.04,1095147.166,60.57511788672598,-1.744676689278748,-4.288028618627722,2.543351929348974,139.25660906239048,130.44050000000001,121.62439093760953,NaN
1578355200,144.11,145.25,138.7,142.86,963331.505,58.940817614478355,-0.8768084347414913,-3.605784581850476,2.728976147108985,141.26594237834485,130.94650000000001,120.62705762165517,NaN
